seed,numberOfExperiments,numberOfParameters,N,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
6,600,10,10.0,191.0,-0.1284736010228915,-0.11295311196803574,OPTIMAL,31,0,0
6,600,10,10.0,206.0,-0.12641822239135084,-0.11295311196803574,OPTIMAL,36,0,0
6,600,10,10.0,211.0,-0.12532477109618928,-0.11295311196803574,OPTIMAL,40,0,0
6,600,10,10.0,219.0,-0.12513906340095896,-0.11295311196803574,OPTIMAL,44,0,0
6,600,10,10.0,230.0,-0.12404967312281587,-0.11295311196803574,OPTIMAL,51,0,0
6,600,10,10.0,257.0,-0.12313315055404393,-0.11295311196803574,OPTIMAL,59,0,0
6,600,10,10.0,284.0,-0.12294320377095048,-0.11295311196803574,OPTIMAL,64,0,0
6,600,10,10.0,299.0,-0.12262267085871502,-0.11295311196803574,OPTIMAL,70,0,0
6,600,10,10.0,324.0,-0.12194529218770134,-0.11295311196803574,OPTIMAL,77,0,0
6,600,10,10.0,360.0,-0.12112542191552866,-0.11295311196803574,OPTIMAL,85,0,0
6,600,10,10.0,411.0,-0.12097046543586468,-0.11295311196803574,OPTIMAL,93,0,0
6,600,10,10.0,437.0,-0.12078525209613489,-0.11295311196803574,OPTIMAL,101,0,0
6,600,10,10.0,468.0,-0.12069781021035382,-0.11295311196803574,OPTIMAL,109,0,0
6,600,10,10.0,526.0,-0.12049812864292404,-0.11295311196803574,OPTIMAL,116,0,0
6,600,10,10.0,584.0,-0.12033937139644738,-0.11295311196803574,OPTIMAL,125,0,0
6,600,10,10.0,648.0,-0.12020542074692234,-0.11295311196803574,OPTIMAL,136,0,0
6,600,10,10.0,745.0,-0.11999445880132653,-0.11295311196803574,OPTIMAL,147,0,0
6,600,10,10.0,875.0,-0.11990058249642306,-0.11295311196803574,OPTIMAL,160,0,0
6,600,10,10.0,972.0,-0.1198109283583794,-0.11295311196803574,OPTIMAL,172,0,0
6,600,10,10.0,1129.0,-0.11961963850269902,-0.11295311196803574,OPTIMAL,182,0,0
6,600,10,10.0,1340.0,-0.11951164770066369,-0.11295311196803574,OPTIMAL,195,0,0
6,600,10,10.0,1491.0,-0.11942800611126345,-0.11295311196803574,OPTIMAL,206,0,0
6,600,10,10.0,1650.0,-0.11932113847019674,-0.11295311196803574,OPTIMAL,218,0,0
6,600,10,10.0,1769.0,-0.1192767334113676,-0.11295311196803574,OPTIMAL,227,0,0
6,600,10,10.0,1990.0,-0.11918234554765493,-0.11295311196803574,OPTIMAL,242,0,0
6,600,10,10.0,2272.0,-0.11908199531116306,-0.11295311196803574,OPTIMAL,256,0,0
6,600,10,10.0,2945.0,-0.11891721066124816,-0.11295311196803574,OPTIMAL,268,0,0
6,600,10,10.0,3288.0,-0.11880520306888358,-0.11295311196803574,OPTIMAL,282,0,0
6,600,10,10.0,3947.0,-0.11864758710302811,-0.11295311196803574,OPTIMAL,298,0,0
6,600,10,10.0,4400.0,-0.11854999875573217,-0.11295311196803574,OPTIMAL,315,0,0
6,600,10,10.0,5423.0,-0.11846938170469902,-0.11295311196803574,OPTIMAL,326,0,0
6,600,10,10.0,6028.0,-0.11839770442634048,-0.11295311196803574,OPTIMAL,338,0,0
6,600,10,10.0,6968.0,-0.1182656616418486,-0.11295311196803574,OPTIMAL,352,0,0
6,600,10,10.0,7853.0,-0.11817897413407388,-0.11295311196803574,OPTIMAL,368,0,0
6,600,10,10.0,8495.0,-0.11813395553381453,-0.11295311196803574,OPTIMAL,384,0,0
6,600,10,10.0,9565.0,-0.11807302824338119,-0.11295311196803574,OPTIMAL,406,0,0
6,600,10,10.0,11221.0,-0.11798614576518746,-0.11295311196803574,OPTIMAL,421,0,0
6,600,10,10.0,12552.0,-0.11785913773959918,-0.11295311196803574,OPTIMAL,442,0,0
6,600,10,10.0,14145.0,-0.11780241221794967,-0.11295311196803574,OPTIMAL,457,0,0
6,600,10,10.0,15501.0,-0.11773185410947826,-0.11295311196803574,OPTIMAL,474,0,0
6,600,10,10.0,16380.0,-0.11769133884443848,-0.11295311196803574,OPTIMAL,488,0,0
6,600,10,10.0,18321.0,-0.11760166187071253,-0.11295311196803574,OPTIMAL,510,0,0
6,600,10,10.0,19532.0,-0.11753657441991924,-0.11295311196803574,OPTIMAL,525,0,0
6,600,10,10.0,21070.0,-0.117494572110499,-0.11295311196803574,OPTIMAL,542,0,0
6,600,10,10.0,22039.0,-0.1174063213655979,-0.11295311196803574,OPTIMAL,559,0,0
6,600,10,10.0,22924.0,-0.11732280690864966,-0.11295311196803574,OPTIMAL,574,0,0
6,600,10,10.0,24625.0,-0.11724436125027188,-0.11295311196803574,OPTIMAL,594,0,0
6,600,10,10.0,25758.0,-0.11716600965475078,-0.11295311196803574,OPTIMAL,612,0,0
6,600,10,10.0,27848.0,-0.11711537863933538,-0.11295311196803574,OPTIMAL,631,0,0
6,600,10,10.0,30334.0,-0.1170805695818874,-0.11295311196803574,OPTIMAL,650,0,0
