seed,numberOfExperiments,numberOfParameters,N,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
5,500,10,20.0,136.0,-0.16055862851723604,-0.14880004395473226,OPTIMAL,28,0,0
5,500,10,20.0,144.0,-0.15909330724358525,-0.15063002740486173,OPTIMAL,33,0,0
5,500,10,20.0,155.0,-0.15817672311742145,-0.15084561473413194,OPTIMAL,39,0,0
5,500,10,20.0,166.0,-0.15643672125088642,-0.15084561473413194,OPTIMAL,43,0,0
5,500,10,20.0,171.0,-0.1558560074906192,-0.1514562457421747,OPTIMAL,48,0,0
5,500,10,20.0,181.0,-0.15473239765760027,-0.1514562457421747,OPTIMAL,54,0,0
5,500,10,20.0,182.0,-0.15473239765760027,-0.1514562457421747,OPTIMAL,56,0,0
5,500,10,20.0,193.0,-0.1546798351672381,-0.1514562457421747,OPTIMAL,63,0,0
5,500,10,20.0,201.0,-0.1542722047193194,-0.15158854064733152,OPTIMAL,68,0,0
5,500,10,20.0,216.0,-0.15396857150400536,-0.15158854064733152,OPTIMAL,76,0,0
5,500,10,20.0,233.0,-0.15374184006009725,-0.15158854064733152,OPTIMAL,84,0,0
5,500,10,20.0,256.0,-0.15351874397268545,-0.15158854064733152,OPTIMAL,91,0,0
5,500,10,20.0,278.0,-0.15340580008455224,-0.15158854064733152,OPTIMAL,97,0,0
5,500,10,20.0,306.0,-0.15332439887611915,-0.15158854064733152,OPTIMAL,106,0,0
5,500,10,20.0,554.0,-0.15300070084869774,-0.15158854064733152,OPTIMAL,134,0,0
