seed,numberOfExperiments,numberOfParameters,N,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
5,800,10,10.0,352.0,-0.09876994250378884,-0.09279144673216813,OPTIMAL,30,0,0
5,800,10,10.0,356.0,-0.09876994250378884,-0.09279144673216813,OPTIMAL,32,0,0
5,800,10,10.0,373.0,-0.09876994250378884,-0.09279144673216813,OPTIMAL,36,0,0
5,800,10,10.0,381.0,-0.09876994250378884,-0.09279144673216813,OPTIMAL,40,0,0
5,800,10,10.0,394.0,-0.09813499910900148,-0.09279144673216813,OPTIMAL,45,0,0
5,800,10,10.0,427.0,-0.09738689301567253,-0.09279144673216813,OPTIMAL,50,0,0
5,800,10,10.0,455.0,-0.09693674229484117,-0.09330626225734102,OPTIMAL,57,0,0
5,800,10,10.0,476.0,-0.09642616505581847,-0.09330626225734102,OPTIMAL,62,0,0
5,800,10,10.0,498.0,-0.09614130162791673,-0.09330626225734102,OPTIMAL,69,0,0
5,800,10,10.0,532.0,-0.09569536322103919,-0.09330626225734102,OPTIMAL,77,0,0
5,800,10,10.0,570.0,-0.09530792655567957,-0.09330626225734102,OPTIMAL,84,0,0
5,800,10,10.0,620.0,-0.09509897569328833,-0.09330626225734102,OPTIMAL,95,0,0
5,800,10,10.0,681.0,-0.09479152433959379,-0.09330626225734102,OPTIMAL,104,0,0
5,800,10,10.0,769.0,-0.09457848443253916,-0.09330626225734102,OPTIMAL,114,0,0
5,800,10,10.0,831.0,-0.0943988015981431,-0.09330626225734102,OPTIMAL,121,0,0
5,800,10,10.0,915.0,-0.09429114623365231,-0.09330626225734102,OPTIMAL,132,0,0
5,800,10,10.0,992.0,-0.09421755146742923,-0.09330626225734102,OPTIMAL,139,0,0
