seed,numberOfExperiments,numberOfParameters,N,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
8,300,10,20.0,75.0,-0.24933511785597928,-0.2388989629094991,OPTIMAL,29,0,0
8,300,10,20.0,84.0,-0.24741664117730008,-0.23908183458293147,OPTIMAL,35,0,0
8,300,10,20.0,89.0,-0.24605034039715162,-0.23908183458293147,OPTIMAL,40,0,0
8,300,10,20.0,95.0,-0.24465626338078247,-0.23908183458293147,OPTIMAL,48,0,0
8,300,10,20.0,103.0,-0.242924322151606,-0.23908183458293147,OPTIMAL,58,0,0
8,300,10,20.0,131.0,-0.24210579180216465,-0.23908183458293147,OPTIMAL,74,0,0
8,300,10,20.0,146.0,-0.24210579180216465,-0.23908183458293147,OPTIMAL,78,0,0
8,300,10,20.0,184.0,-0.24151332795662064,-0.23908183458293147,OPTIMAL,92,0,0
8,300,10,20.0,189.0,-0.24115735815412673,-0.23908183458293147,OPTIMAL,96,0,0
