seed,numberOfExperiments,numberOfParameters,N,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
3,200,10,20.0,100.0,-0.3385884809143538,-0.32836824889696287,OPTIMAL,32,0,0
3,200,10,20.0,104.0,-0.33800297652264494,-0.32864238078129676,OPTIMAL,38,0,0
3,200,10,20.0,108.0,-0.3360751853985617,-0.32864238078129676,OPTIMAL,42,0,0
3,200,10,20.0,124.0,-0.3344271764554707,-0.3297885773994931,OPTIMAL,49,0,0
3,200,10,20.0,151.0,-0.3338226798982474,-0.3297885773994931,OPTIMAL,62,0,0
3,200,10,20.0,159.0,-0.33322492386129016,-0.3297885773994931,OPTIMAL,67,0,0
3,200,10,20.0,178.0,-0.3326220333831596,-0.3297885773994931,OPTIMAL,74,0,0
