seed,numberOfExperiments,numberOfParameters,N,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
11,900,10,10.0,650.0,-0.09331180623585607,-0.05779699184592726,OPTIMAL,30,0,0
11,900,10,10.0,689.0,-0.0916716405364116,-0.05779699184592726,OPTIMAL,35,0,0
11,900,10,10.0,726.0,-0.09056825620176519,-0.08098198638075423,OPTIMAL,41,0,0
11,900,10,10.0,759.0,-0.089299733566018,-0.08098198638075423,OPTIMAL,46,0,0
11,900,10,10.0,779.0,-0.08919045608528708,-0.08098198638075423,OPTIMAL,51,0,0
11,900,10,10.0,802.0,-0.08808104684905683,-0.08098198638075423,OPTIMAL,57,0,0
11,900,10,10.0,838.0,-0.08725904279255493,-0.08098198638075423,OPTIMAL,62,0,0
11,900,10,10.0,896.0,-0.08708928406242311,-0.08098198638075423,OPTIMAL,70,0,0
11,900,10,10.0,952.0,-0.0867411051786186,-0.08098198638075423,OPTIMAL,77,0,0
11,900,10,10.0,1024.0,-0.08626833087379807,-0.08098198638075423,OPTIMAL,86,0,0
11,900,10,10.0,1137.0,-0.08626833087379807,-0.08098198638075423,OPTIMAL,94,0,0
11,900,10,10.0,1202.0,-0.08588064540546675,-0.08098198638075423,OPTIMAL,102,0,0
11,900,10,10.0,1293.0,-0.08559884760014548,-0.08098198638075423,OPTIMAL,110,0,0
11,900,10,10.0,1374.0,-0.08559884760014548,-0.08098198638075423,OPTIMAL,119,0,0
11,900,10,10.0,1442.0,-0.08537391205162348,-0.08098198638075423,OPTIMAL,127,0,0
11,900,10,10.0,1581.0,-0.08521070006301654,-0.08098198638075423,OPTIMAL,136,0,0
11,900,10,10.0,1681.0,-0.08521070006301654,-0.08098198638075423,OPTIMAL,141,0,0
11,900,10,10.0,2035.0,-0.08503579706456142,-0.08098198638075423,OPTIMAL,154,0,0
11,900,10,10.0,2354.0,-0.08494336243467715,-0.08098198638075423,OPTIMAL,166,0,0
11,900,10,10.0,2848.0,-0.08481837337261224,-0.08098198638075423,OPTIMAL,177,0,0
11,900,10,10.0,3244.0,-0.08479494140113085,-0.08098198638075423,OPTIMAL,187,0,0
11,900,10,10.0,3813.0,-0.08470524112016975,-0.08098198638075423,OPTIMAL,200,0,0
11,900,10,10.0,4737.0,-0.08464179003229799,-0.08098198638075423,OPTIMAL,216,0,0
11,900,10,10.0,5289.0,-0.08454967944210426,-0.08098198638075423,OPTIMAL,229,0,0
11,900,10,10.0,5687.0,-0.08452608414519477,-0.08098198638075423,OPTIMAL,237,0,0
11,900,10,10.0,7075.0,-0.084442013463712,-0.08098198638075423,OPTIMAL,253,0,0
11,900,10,10.0,7841.0,-0.08437828159771477,-0.08098198638075423,OPTIMAL,266,0,0
11,900,10,10.0,8948.0,-0.084297123865478,-0.08098198638075423,OPTIMAL,281,0,0
11,900,10,10.0,10147.0,-0.08426618233978445,-0.08098198638075423,OPTIMAL,291,0,0
11,900,10,10.0,10939.0,-0.08419111387678423,-0.08098198638075423,OPTIMAL,300,0,0
11,900,10,10.0,12442.0,-0.08411938946863437,-0.08098198638075423,OPTIMAL,318,0,0
11,900,10,10.0,14388.0,-0.08404536433175672,-0.08098198638075423,OPTIMAL,334,0,0
11,900,10,10.0,15793.0,-0.08401474206192584,-0.08098198638075423,OPTIMAL,351,0,0
11,900,10,10.0,17713.0,-0.08396296050436637,-0.08098198638075423,OPTIMAL,365,0,0
11,900,10,10.0,19123.0,-0.08391354312577808,-0.08098198638075423,OPTIMAL,380,0,0
11,900,10,10.0,22096.0,-0.08386365769858584,-0.08098198638075423,OPTIMAL,395,0,0
11,900,10,10.0,24794.0,-0.08378532408329213,-0.08098198638075423,OPTIMAL,409,0,0
11,900,10,10.0,28183.0,-0.08373158538517775,-0.08098198638075423,OPTIMAL,426,0,0
11,900,10,10.0,32705.0,-0.08365015595630107,-0.08098198638075423,OPTIMAL,450,0,0
