seed,numberOfExperiments,numberOfParameters,N,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
1,100,20,20.0,164.0,-1.0837102401777123,-0.8322671076014868,OPTIMAL,53,0,0
1,100,20,20.0,178.0,-1.0829945681917086,-0.8322671076014868,OPTIMAL,61,0,0
1,100,20,20.0,197.0,-1.0781675507667736,-0.8322671076014868,OPTIMAL,66,0,0
1,100,20,20.0,209.0,-1.0777099304564028,-0.8322671076014868,OPTIMAL,72,0,0
1,100,20,20.0,228.0,-1.0747070261111653,-0.8322671076014868,OPTIMAL,80,0,0
1,100,20,20.0,255.0,-1.071187702829257,-0.8322671076014868,OPTIMAL,87,0,0
1,100,20,20.0,277.0,-1.0709836889223372,-0.8322671076014868,OPTIMAL,94,0,0
1,100,20,20.0,314.0,-1.0689636466091792,-0.8322671076014868,OPTIMAL,100,0,0
1,100,20,20.0,347.0,-1.0667120026267032,-0.8322671076014868,OPTIMAL,106,0,0
1,100,20,20.0,389.0,-1.0657215509949545,-0.8322671076014868,OPTIMAL,115,0,0
1,100,20,20.0,433.0,-1.0638303129455013,-0.8322671076014868,OPTIMAL,123,0,0
1,100,20,20.0,487.0,-1.0623207816445486,-0.8322671076014868,OPTIMAL,132,0,0
1,100,20,20.0,543.0,-1.0610546301699424,-0.8322671076014868,OPTIMAL,141,0,0
1,100,20,20.0,594.0,-1.0596685540339528,-0.8322671076014868,OPTIMAL,150,0,0
1,100,20,20.0,651.0,-1.05807312707694,-0.8322671076014868,OPTIMAL,159,0,0
1,100,20,20.0,727.0,-1.0563966140089844,-0.8322671076014868,OPTIMAL,166,0,0
1,100,20,20.0,817.0,-1.0553323567917559,-0.8322671076014868,OPTIMAL,178,0,0
1,100,20,20.0,893.0,-1.053755502640755,-0.8322671076014868,OPTIMAL,188,0,0
1,100,20,20.0,968.0,-1.0524420600932398,-0.8322671076014868,OPTIMAL,197,0,0
1,100,20,20.0,1053.0,-1.050678055992277,-0.8322671076014868,OPTIMAL,205,0,0
1,100,20,20.0,1181.0,-1.0490545795435273,-0.8322671076014868,OPTIMAL,215,0,0
1,100,20,20.0,1288.0,-1.0472448655826718,-0.8322671076014868,OPTIMAL,226,0,0
1,100,20,20.0,1377.0,-1.0452509907766327,-0.8322671076014868,OPTIMAL,234,0,0
1,100,20,20.0,1478.0,-1.0439188541169062,-0.8322671076014868,OPTIMAL,246,0,0
1,100,20,20.0,1581.0,-1.0426241773178904,-0.8322671076014868,OPTIMAL,256,0,0
1,100,20,20.0,1683.0,-1.0410273253067042,-0.8322671076014868,OPTIMAL,266,0,0
1,100,20,20.0,1784.0,-1.0398728487492614,-0.8322671076014868,OPTIMAL,276,0,0
1,100,20,20.0,1881.0,-1.0384875542631158,-0.8322671076014868,OPTIMAL,287,0,0
1,100,20,20.0,1979.0,-1.0372353062172956,-0.8322671076014868,OPTIMAL,297,0,0
1,100,20,20.0,2113.0,-1.0356584837358496,-0.8322671076014868,OPTIMAL,309,0,0
1,100,20,20.0,2239.0,-1.0339543178644872,-0.8322671076014868,OPTIMAL,320,0,0
1,100,20,20.0,2377.0,-1.0324013457527097,-0.8322671076014868,OPTIMAL,329,0,0
1,100,20,20.0,2513.0,-1.0306013953763569,-0.8322671076014868,OPTIMAL,340,0,0
1,100,20,20.0,2648.0,-1.0294159489002506,-0.8322671076014868,OPTIMAL,353,0,0
1,100,20,20.0,2830.0,-1.0281535872552512,-0.8322671076014868,OPTIMAL,368,0,0
1,100,20,20.0,2983.0,-1.0269377342980912,-0.8322671076014868,OPTIMAL,380,0,0
1,100,20,20.0,3160.0,-1.0256553682911929,-0.8322671076014868,OPTIMAL,394,0,0
1,100,20,20.0,3340.0,-1.0241649337102283,-0.8322671076014868,OPTIMAL,408,0,0
1,100,20,20.0,3475.0,-1.0229667671681602,-0.8322671076014868,OPTIMAL,420,0,0
1,100,20,20.0,3634.0,-1.0214839412068957,-0.8322671076014868,OPTIMAL,432,0,0
1,100,20,20.0,3778.0,-1.0205433003041018,-0.9853430521386435,OPTIMAL,447,0,0
1,100,20,20.0,3942.0,-1.0196218150311458,-0.9853430521386435,OPTIMAL,460,0,0
1,100,20,20.0,4096.0,-1.0183769999831958,-0.9853430521386435,OPTIMAL,473,0,0
1,100,20,20.0,4263.0,-1.0166014372223708,-0.9853430521386435,OPTIMAL,489,0,0
1,100,20,20.0,4440.0,-1.0151400898867893,-0.9853430521386435,OPTIMAL,502,0,0
1,100,20,20.0,4575.0,-1.0137218080869543,-0.9853430521386435,OPTIMAL,516,0,0
1,100,20,20.0,4720.0,-1.0122419543678693,-0.9853430521386435,OPTIMAL,531,0,0
1,100,20,20.0,4882.0,-1.010871324330588,-0.9853430521386435,OPTIMAL,542,0,0
1,100,20,20.0,5033.0,-1.009651121092636,-0.9853430521386435,OPTIMAL,556,0,0
1,100,20,20.0,5189.0,-1.0086753522582095,-0.9853430521386435,OPTIMAL,568,0,0
1,100,20,20.0,5316.0,-1.0075426725893937,-0.9853430521386435,OPTIMAL,580,0,0
1,100,20,20.0,5454.0,-1.0060077376468328,-0.9853430521386435,OPTIMAL,592,0,0
1,100,20,20.0,5600.0,-1.0049254083730574,-0.9853430521386435,OPTIMAL,606,0,0
1,100,20,20.0,5742.0,-1.0034826705098023,-0.9853430521386435,OPTIMAL,620,0,0
1,100,20,20.0,5867.0,-1.0023208754851476,-0.9853430521386435,OPTIMAL,636,0,0
1,100,20,20.0,5995.0,-1.0012552187207462,-0.9853430521386435,OPTIMAL,650,0,0
1,100,20,20.0,6146.0,-0.999676875880884,-0.9853430521386435,OPTIMAL,665,0,0
1,100,20,20.0,6291.0,-0.9983365717193833,-0.9853430521386435,OPTIMAL,678,0,0
1,100,20,20.0,6412.0,-0.9966763817666896,-0.9853430521386435,OPTIMAL,690,0,0
1,100,20,20.0,6527.0,-0.9950407221299997,-0.9853430521386435,OPTIMAL,705,0,0
