seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination
2;200;10;10.0;86.064;-0.23336249691290284;-46.67249938258057;0.0019603558212765715;0.008400475000094934;2427;167;OPTIMAL
3;200;10;10.0;25.509;-0.27081174002485503;-54.16234800497101;0.0026070107428441402;0.009626653344514789;999;75;OPTIMAL
4;200;10;10.0;7.671;-0.2812222207446366;-56.24444414892732;0.002808965629454152;0.009988419912254477;550;48;OPTIMAL
5;200;10;10.0;9.835;-0.2768748417721037;-55.37496835442074;0.002677363672548505;0.009669942041004393;540;47;OPTIMAL
6;200;10;10.0;58.176;-0.23416136123569498;-46.832272247138995;0.0021343304411223785;0.009114784906695471;2438;178;OPTIMAL
7;200;10;10.0;0.544;-0.29595719775267265;-59.19143955053453;0.002542962991681552;0.008592333658351067;152;17;OPTIMAL
8;200;10;10.0;0.199;-0.2976420765156581;-59.528415303131624;0.002438280223034772;0.008191987677207664;85;10;OPTIMAL
9;200;10;10.0;15.508;-0.27716954997307763;-55.433909994615526;0.002610560511062232;0.009418641085630813;613;50;OPTIMAL
10;200;10;10.0;57.649;-0.24665481309355555;-49.33096261871111;0.0022176107795223443;0.00899074602157149;2055;148;OPTIMAL
11;200;10;10.0;87.046;-0.23344082374396158;-46.68816474879232;0.00230336294115846;0.009867009995153176;2406;167;OPTIMAL
2;200;10;15.0;0.194;-0.3109391076435003;-62.18782152870006;0.0025293156164777897;0.008134440327067881;76;10;OPTIMAL
3;200;10;15.0;0.198;-0.3143228695251467;-62.86457390502934;0.0024560266939028796;0.007813706643787147;88;11;OPTIMAL
4;200;10;15.0;0.164;-0.3202285792956481;-64.04571585912961;0.0028234188398457705;0.0088168858821282;65;9;OPTIMAL
5;200;10;15.0;0.175;-0.313983670864113;-62.796734172822596;0.0028439830959387513;0.009057742041526679;64;7;OPTIMAL
6;200;10;15.0;0.183;-0.3182711407173174;-63.65422814346348;0.002501310440270188;0.007859055127124474;78;10;OPTIMAL
7;200;10;15.0;0.139;-0.32118401008642444;-64.23680201728489;0.003001851336919492;0.009346204177822401;65;9;OPTIMAL
8;200;10;15.0;0.169;-0.32053498527798296;-64.1069970555966;0.0025725637189527584;0.008025843783391415;69;9;OPTIMAL
9;200;10;15.0;0.151;-0.3129294434640839;-62.58588869281678;0.0028993986115624093;0.009265342945893757;65;9;OPTIMAL
10;200;10;15.0;0.182;-0.3176757924593614;-63.53515849187228;0.0019893579012141283;0.006262226925800827;80;9;OPTIMAL
11;200;10;15.0;0.202;-0.3133513028362334;-62.670260567246686;0.00237271502865255;0.00757206051858224;71;8;OPTIMAL
2;200;10;20.0;0.182;-0.3262392509723653;-65.24785019447306;0.002344996765803131;0.007187966373800216;77;8;OPTIMAL
3;200;10;20.0;0.18;-0.3297885773994931;-65.95771547989861;0.002833455983666522;0.008591734759309699;74;8;OPTIMAL
4;200;10;20.0;0.316;-0.3344036582727512;-66.88073165455025;0.003247284261637007;0.009710672061453375;106;10;OPTIMAL
5;200;10;20.0;0.184;-0.3282300464270164;-65.64600928540328;0.0030502023417092183;0.009292879719308226;73;8;OPTIMAL
6;200;10;20.0;0.165;-0.3338864550724566;-66.77729101449133;0.00316642300643033;0.009483532375529236;66;6;OPTIMAL
7;200;10;20.0;0.159;-0.3353910954182257;-67.07821908364514;0.0032939063572543503;0.009821090667737967;73;8;OPTIMAL
8;200;10;20.0;0.311;-0.3344693412538695;-66.8938682507739;0.0030590707941377526;0.009146042452410762;112;9;OPTIMAL
9;200;10;20.0;0.204;-0.32706692224888767;-65.41338444977754;0.002874109902860189;0.008787528506698337;96;11;OPTIMAL
10;200;10;20.0;0.248;-0.33190511509909426;-66.38102301981885;0.003175990079483604;0.009568969970635655;99;10;OPTIMAL
11;200;10;20.0;0.264;-0.32735843085516997;-65.471686171034;0.0032548529277549587;0.00994278020960753;87;8;OPTIMAL
2;200;10;10.0;87.059;-0.23336249691290284;-46.67249938258057;0.0019603558212765715;0.008400475000094934;2427;167;OPTIMAL
3;200;10;10.0;26.34;-0.27081174002485503;-54.16234800497101;0.0026070107428441402;0.009626653344514789;999;75;OPTIMAL
4;200;10;10.0;7.693;-0.2812222207446366;-56.24444414892732;0.002808965629454152;0.009988419912254477;550;48;OPTIMAL
5;200;10;10.0;9.919;-0.2768748417721037;-55.37496835442074;0.002677363672548505;0.009669942041004393;540;47;OPTIMAL
6;200;10;10.0;58.881;-0.23416136123569498;-46.832272247138995;0.0021343304411223785;0.009114784906695471;2438;178;OPTIMAL
7;200;10;10.0;0.567;-0.29595719775267265;-59.19143955053453;0.002542962991681552;0.008592333658351067;152;17;OPTIMAL
8;200;10;10.0;0.225;-0.2976420765156581;-59.528415303131624;0.002438280223034772;0.008191987677207664;85;10;OPTIMAL
9;200;10;10.0;15.929;-0.27716954997307763;-55.433909994615526;0.002610560511062232;0.009418641085630813;613;50;OPTIMAL
10;200;10;10.0;59.361;-0.24665481309355555;-49.33096261871111;0.0022176107795223443;0.00899074602157149;2055;148;OPTIMAL
11;200;10;10.0;83.352;-0.23344082374396158;-46.68816474879232;0.00230336294115846;0.009867009995153176;2406;167;OPTIMAL
2;200;10;15.0;0.191;-0.3109391076435003;-62.18782152870006;0.0025293156164777897;0.008134440327067881;76;10;OPTIMAL
3;200;10;15.0;0.215;-0.3143228695251467;-62.86457390502934;0.0024560266939028796;0.007813706643787147;88;11;OPTIMAL
4;200;10;15.0;0.164;-0.3202285792956481;-64.04571585912961;0.0028234188398457705;0.0088168858821282;65;9;OPTIMAL
5;200;10;15.0;0.173;-0.313983670864113;-62.796734172822596;0.0028439830959387513;0.009057742041526679;64;7;OPTIMAL
6;200;10;15.0;0.186;-0.3182711407173174;-63.65422814346348;0.002501310440270188;0.007859055127124474;78;10;OPTIMAL
7;200;10;15.0;0.134;-0.32118401008642444;-64.23680201728489;0.003001851336919492;0.009346204177822401;65;9;OPTIMAL
8;200;10;15.0;0.166;-0.32053498527798296;-64.1069970555966;0.0025725637189527584;0.008025843783391415;69;9;OPTIMAL
9;200;10;15.0;0.15;-0.3129294434640839;-62.58588869281678;0.0028993986115624093;0.009265342945893757;65;9;OPTIMAL
10;200;10;15.0;0.184;-0.3176757924593614;-63.53515849187228;0.0019893579012141283;0.006262226925800827;80;9;OPTIMAL
11;200;10;15.0;0.201;-0.3133513028362334;-62.670260567246686;0.00237271502865255;0.00757206051858224;71;8;OPTIMAL
2;200;10;20.0;0.18;-0.3262392509723653;-65.24785019447306;0.002344996765803131;0.007187966373800216;77;8;OPTIMAL
3;200;10;20.0;0.175;-0.3297885773994931;-65.95771547989861;0.002833455983666522;0.008591734759309699;74;8;OPTIMAL
4;200;10;20.0;0.319;-0.3344036582727512;-66.88073165455025;0.003247284261637007;0.009710672061453375;106;10;OPTIMAL
5;200;10;20.0;0.184;-0.3282300464270164;-65.64600928540328;0.0030502023417092183;0.009292879719308226;73;8;OPTIMAL
6;200;10;20.0;0.167;-0.3338864550724566;-66.77729101449133;0.00316642300643033;0.009483532375529236;66;6;OPTIMAL
7;200;10;20.0;0.151;-0.3353910954182257;-67.07821908364514;0.0032939063572543503;0.009821090667737967;73;8;OPTIMAL
8;200;10;20.0;0.294;-0.3344693412538695;-66.8938682507739;0.0030590707941377526;0.009146042452410762;112;9;OPTIMAL
9;200;10;20.0;0.204;-0.32706692224888767;-65.41338444977754;0.002874109902860189;0.008787528506698337;96;11;OPTIMAL
10;200;10;20.0;0.248;-0.33190511509909426;-66.38102301981885;0.003175990079483604;0.009568969970635655;99;10;OPTIMAL
11;200;10;20.0;0.313;-0.32735843085516997;-65.471686171034;0.0032548529277549587;0.00994278020960753;87;8;OPTIMAL
