seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination
2;300;10;20.0;0.167;-0.23235665198100472;-69.70699559430142;0.002264256962451805;0.009744747753711433;82;10;OPTIMAL
3;300;10;20.0;0.483;-0.2354112499925991;-70.62337499777973;0.0019779014465212685;0.00840189857784388;256;21;OPTIMAL
4;300;10;20.0;0.141;-0.23905546071030007;-71.71663821309002;0.002054973486115247;0.008596220642730147;79;10;OPTIMAL
5;300;10;20.0;0.143;-0.2337531425865697;-70.12594277597091;0.0020107300545736673;0.008601938063052992;88;11;OPTIMAL
6;300;10;20.0;0.147;-0.2368334894577067;-71.05004683731201;0.0017259327984000539;0.007287536920357152;80;10;OPTIMAL
7;300;10;20.0;0.199;-0.23707224488677242;-71.12167346603172;0.0019031427679348512;0.008027691174240187;100;11;OPTIMAL
8;300;10;20.0;0.218;-0.23908183458293147;-71.72455037487944;0.0020755235711952535;0.008681226554982397;96;10;OPTIMAL
9;300;10;20.0;0.225;-0.23420663161539323;-70.26198948461797;0.0020903051083567548;0.008925046630572734;110;12;OPTIMAL
10;300;10;20.0;0.131;-0.23630673201341945;-70.89201960402583;0.0023620986047995784;0.00999590060204226;80;10;OPTIMAL
11;300;10;20.0;0.178;-0.23545744663886375;-70.63723399165913;0.0021496665797708925;0.009129745567435692;79;10;OPTIMAL
2;300;10;30.0;0.145;-0.24655359541594019;-73.96607862478206;0.0019210350244091567;0.00779155145220388;74;9;OPTIMAL
3;300;10;30.0;0.118;-0.2503548450366449;-75.10645351099348;0.0017999161845119738;0.0071894601610307035;67;9;OPTIMAL
4;300;10;30.0;0.14;-0.25234705749285247;-75.70411724785573;0.002483865642396499;0.009843053717663629;80;9;OPTIMAL
5;300;10;30.0;0.207;-0.24706852659258743;-74.12055797777623;0.0023446535256086976;0.009489891561441165;121;12;OPTIMAL
6;300;10;30.0;0.107;-0.2509963965066181;-75.29891895198543;0.0024565303415108874;0.009787113981320109;59;8;OPTIMAL
7;300;10;30.0;0.112;-0.2512150269605113;-75.36450808815339;0.002235965534694684;0.008900604242301784;65;9;OPTIMAL
8;300;10;30.0;0.114;-0.2530273298408434;-75.90819895225303;0.002250380988365719;0.008893825776769766;55;8;OPTIMAL
9;300;10;30.0;0.111;-0.24869968943102894;-74.60990682930868;0.0024832182071356512;0.009984806224795523;63;8;OPTIMAL
10;300;10;30.0;0.106;-0.2507808382968488;-75.23425148905463;0.002467194223885749;0.009838049193237549;63;8;OPTIMAL
11;300;10;30.0;0.185;-0.24931427697469255;-74.79428309240777;0.0020361974975995345;0.008167191716045309;84;10;OPTIMAL
2;300;10;10.0;172.61;-0.15825354267738903;-47.476062803216706;0.0008802562374361778;0.005562316157627143;4370;277;OPTIMAL
3;300;10;10.0;0.698;-0.20712220488942917;-62.136661466828755;0.00202443075865838;0.009774088489155997;236;25;OPTIMAL
4;300;10;10.0;27.316;-0.19835764171233525;-59.50729251370058;0.0018744907370959463;0.009450055570908602;1191;83;OPTIMAL
5;300;10;10.0;35.133;-0.19586508159085472;-58.75952447725642;0.0019085332984286607;0.009744122244389749;1216;81;OPTIMAL
6;300;10;10.0;131.7;-0.1587179527684059;-47.61538583052177;0.0014103763841913919;0.008886054536309133;4325;281;OPTIMAL
7;300;10;10.0;173.989;-0.17209910123350522;-51.62973037005157;0.0016764602223190983;0.009741249142518565;4061;257;OPTIMAL
8;300;10;10.0;0.214;-0.21225994751005198;-63.677984253015595;0.001787374073390885;0.008420684610346662;132;16;OPTIMAL
9;300;10;10.0;0.449;-0.207982553386944;-62.394766016083196;0.0018209273563427608;0.008755192811557571;176;21;OPTIMAL
10;300;10;10.0;9.355;-0.20246169182526177;-60.738507547578536;0.0019306674513609734;0.009535964230839633;679;55;OPTIMAL
11;300;10;10.0;0.388;-0.20795197161060466;-62.3855914831814;0.001922233997589895;0.009243644014057856;166;18;OPTIMAL
2;300;10;10.0;184.805;-0.15825354267738903;-47.476062803216706;0.0008802562374361778;0.005562316157627143;4370;277;OPTIMAL
3;300;10;10.0;0.727;-0.20712220488942917;-62.136661466828755;0.00202443075865838;0.009774088489155997;236;25;OPTIMAL
4;300;10;10.0;27.693;-0.19835764171233525;-59.50729251370058;0.0018744907370959463;0.009450055570908602;1191;83;OPTIMAL
5;300;10;10.0;35.758;-0.19586508159085472;-58.75952447725642;0.0019085332984286607;0.009744122244389749;1216;81;OPTIMAL
6;300;10;10.0;132.725;-0.1587179527684059;-47.61538583052177;0.0014103763841913919;0.008886054536309133;4325;281;OPTIMAL
7;300;10;10.0;175.303;-0.17209910123350522;-51.62973037005157;0.0016764602223190983;0.009741249142518565;4061;257;OPTIMAL
8;300;10;10.0;0.223;-0.21225994751005198;-63.677984253015595;0.001787374073390885;0.008420684610346662;132;16;OPTIMAL
9;300;10;10.0;0.454;-0.207982553386944;-62.394766016083196;0.0018209273563427608;0.008755192811557571;176;21;OPTIMAL
10;300;10;10.0;9.536;-0.20246169182526177;-60.738507547578536;0.0019306674513609734;0.009535964230839633;679;55;OPTIMAL
11;300;10;10.0;0.394;-0.20795197161060466;-62.3855914831814;0.001922233997589895;0.009243644014057856;166;18;OPTIMAL
2;300;10;20.0;0.15;-0.23235665198100472;-69.70699559430142;0.002264256962451805;0.009744747753711433;82;10;OPTIMAL
3;300;10;20.0;0.447;-0.2354112499925991;-70.62337499777973;0.0019779014465212685;0.00840189857784388;256;21;OPTIMAL
4;300;10;20.0;0.134;-0.23905546071030007;-71.71663821309002;0.002054973486115247;0.008596220642730147;79;10;OPTIMAL
5;300;10;20.0;0.161;-0.2337531425865697;-70.12594277597091;0.0020107300545736673;0.008601938063052992;88;11;OPTIMAL
6;300;10;20.0;0.133;-0.2368334894577067;-71.05004683731201;0.0017259327984000539;0.007287536920357152;80;10;OPTIMAL
7;300;10;20.0;0.184;-0.23707224488677242;-71.12167346603172;0.0019031427679348512;0.008027691174240187;100;11;OPTIMAL
8;300;10;20.0;0.197;-0.23908183458293147;-71.72455037487944;0.0020755235711952535;0.008681226554982397;96;10;OPTIMAL
9;300;10;20.0;0.209;-0.23420663161539323;-70.26198948461797;0.0020903051083567548;0.008925046630572734;110;12;OPTIMAL
10;300;10;20.0;0.124;-0.23630673201341945;-70.89201960402583;0.0023620986047995784;0.00999590060204226;80;10;OPTIMAL
11;300;10;20.0;0.164;-0.23545744663886375;-70.63723399165913;0.0021496665797708925;0.009129745567435692;79;10;OPTIMAL
2;300;10;30.0;0.159;-0.24655359541594019;-73.96607862478206;0.0019210350244091567;0.00779155145220388;74;9;OPTIMAL
3;300;10;30.0;0.107;-0.2503548450366449;-75.10645351099348;0.0017999161845119738;0.0071894601610307035;67;9;OPTIMAL
4;300;10;30.0;0.129;-0.25234705749285247;-75.70411724785573;0.002483865642396499;0.009843053717663629;80;9;OPTIMAL
5;300;10;30.0;0.191;-0.24706852659258743;-74.12055797777623;0.0023446535256086976;0.009489891561441165;121;12;OPTIMAL
6;300;10;30.0;0.095;-0.2509963965066181;-75.29891895198543;0.0024565303415108874;0.009787113981320109;59;8;OPTIMAL
7;300;10;30.0;0.102;-0.2512150269605113;-75.36450808815339;0.002235965534694684;0.008900604242301784;65;9;OPTIMAL
8;300;10;30.0;0.101;-0.2530273298408434;-75.90819895225303;0.002250380988365719;0.008893825776769766;55;8;OPTIMAL
9;300;10;30.0;0.094;-0.24869968943102894;-74.60990682930868;0.0024832182071356512;0.009984806224795523;63;8;OPTIMAL
10;300;10;30.0;0.094;-0.2507808382968488;-75.23425148905463;0.002467194223885749;0.009838049193237549;63;8;OPTIMAL
11;300;10;30.0;0.172;-0.24931427697469255;-74.79428309240777;0.0020361974975995345;0.008167191716045309;84;10;OPTIMAL
2;300;10;10.0;183.694;-0.15825354267738903;-47.476062803216706;0.0008802562374361778;0.005562316157627143;4370;277;OPTIMAL
3;300;10;10.0;0.746;-0.20712220488942917;-62.136661466828755;0.00202443075865838;0.009774088489155997;236;25;OPTIMAL
4;300;10;10.0;28.233;-0.19835764171233525;-59.50729251370058;0.0018744907370959463;0.009450055570908602;1191;83;OPTIMAL
5;300;10;10.0;36.142;-0.19586508159085472;-58.75952447725642;0.0019085332984286607;0.009744122244389749;1216;81;OPTIMAL
6;300;10;10.0;137.278;-0.1587179527684059;-47.61538583052177;0.0014103763841913919;0.008886054536309133;4325;281;OPTIMAL
7;300;10;10.0;181.45;-0.17209910123350522;-51.62973037005157;0.0016764602223190983;0.009741249142518565;4061;257;OPTIMAL
8;300;10;10.0;0.228;-0.21225994751005198;-63.677984253015595;0.001787374073390885;0.008420684610346662;132;16;OPTIMAL
9;300;10;10.0;0.482;-0.207982553386944;-62.394766016083196;0.0018209273563427608;0.008755192811557571;176;21;OPTIMAL
10;300;10;10.0;9.607;-0.20246169182526177;-60.738507547578536;0.0019306674513609734;0.009535964230839633;679;55;OPTIMAL
11;300;10;10.0;0.401;-0.20795197161060466;-62.3855914831814;0.001922233997589895;0.009243644014057856;166;18;OPTIMAL
2;300;10;15.0;0.204;-0.22231233841526782;-66.69370152458035;0.0021705727272102737;0.009763617902105629;85;11;OPTIMAL
3;300;10;15.0;0.198;-0.22492454867161263;-67.47736460148379;0.0022327310758018803;0.009926577996880381;123;16;OPTIMAL
4;300;10;15.0;0.129;-0.22877594026728862;-68.63278208018659;0.0021203501230023236;0.00926823913618289;85;11;OPTIMAL
5;300;10;15.0;0.13;-0.22427877931582046;-67.28363379474614;0.001653912484105735;0.007374360111781959;83;10;OPTIMAL
6;300;10;15.0;0.111;-0.22767690611203675;-68.30307183361103;0.0016594279107620402;0.007288520997142583;76;10;OPTIMAL
7;300;10;15.0;0.103;-0.22770346419319543;-68.31103925795863;0.001943670819734733;0.00853597386680785;72;11;OPTIMAL
8;300;10;15.0;0.214;-0.22871260984261194;-68.61378295278358;0.0020390043710799555;0.008915137527760676;124;14;OPTIMAL
9;300;10;15.0;0.109;-0.22513943485929858;-67.54183045778957;0.0021074607098956477;0.009360691125536095;80;11;OPTIMAL
10;300;10;15.0;0.106;-0.22689156702493055;-68.06747010747917;0.0020770320101330397;0.009154293556907816;73;10;OPTIMAL
11;300;10;15.0;0.161;-0.22575438389895183;-67.72631516968555;0.0018750995989996189;0.00830592773710617;78;10;OPTIMAL
2;300;10;20.0;0.153;-0.23235665198100472;-69.70699559430142;0.002264256962451805;0.009744747753711433;82;10;OPTIMAL
3;300;10;20.0;0.428;-0.2354112499925991;-70.62337499777973;0.0019779014465212685;0.00840189857784388;256;21;OPTIMAL
4;300;10;20.0;0.15;-0.23905546071030007;-71.71663821309002;0.002054973486115247;0.008596220642730147;79;10;OPTIMAL
5;300;10;20.0;0.128;-0.2337531425865697;-70.12594277597091;0.0020107300545736673;0.008601938063052992;88;11;OPTIMAL
6;300;10;20.0;0.125;-0.2368334894577067;-71.05004683731201;0.0017259327984000539;0.007287536920357152;80;10;OPTIMAL
7;300;10;20.0;0.175;-0.23707224488677242;-71.12167346603172;0.0019031427679348512;0.008027691174240187;100;11;OPTIMAL
8;300;10;20.0;0.189;-0.23908183458293147;-71.72455037487944;0.0020755235711952535;0.008681226554982397;96;10;OPTIMAL
9;300;10;20.0;0.198;-0.23420663161539323;-70.26198948461797;0.0020903051083567548;0.008925046630572734;110;12;OPTIMAL
10;300;10;20.0;0.112;-0.23630673201341945;-70.89201960402583;0.0023620986047995784;0.00999590060204226;80;10;OPTIMAL
11;300;10;20.0;0.157;-0.23545744663886375;-70.63723399165913;0.0021496665797708925;0.009129745567435692;79;10;OPTIMAL
