seed,numberOfExperiments,numberOfParameters,N,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
2,700,10,10.0,440.0,-0.1117924398967218,-0.076459759425499,OPTIMAL,29,0,0
2,700,10,10.0,481.0,-0.11064595582048856,-0.0989081226596529,OPTIMAL,34,0,0
2,700,10,10.0,501.0,-0.1105477050753896,-0.0989081226596529,OPTIMAL,39,0,0
2,700,10,10.0,522.0,-0.11009242924901687,-0.10112991845358177,OPTIMAL,43,0,0
2,700,10,10.0,573.0,-0.10916789374596994,-0.10112991845358177,OPTIMAL,52,0,0
2,700,10,10.0,619.0,-0.10790947777969412,-0.10112991845358177,OPTIMAL,59,0,0
2,700,10,10.0,641.0,-0.10790947777969412,-0.10112991845358177,OPTIMAL,65,0,0
2,700,10,10.0,683.0,-0.1069892359370933,-0.10112991845358177,OPTIMAL,74,0,0
2,700,10,10.0,730.0,-0.10654465442555251,-0.10112991845358177,OPTIMAL,80,0,0
2,700,10,10.0,770.0,-0.1062487008036549,-0.10112991845358177,OPTIMAL,85,0,0
2,700,10,10.0,805.0,-0.1062487008036549,-0.10112991845358177,OPTIMAL,92,0,0
2,700,10,10.0,867.0,-0.10605883921153415,-0.10112991845358177,OPTIMAL,101,0,0
2,700,10,10.0,949.0,-0.10584340412078336,-0.10112991845358177,OPTIMAL,113,0,0
2,700,10,10.0,1055.0,-0.1055173749498611,-0.10112991845358177,OPTIMAL,122,0,0
2,700,10,10.0,1133.0,-0.10550382610351278,-0.10112991845358177,OPTIMAL,129,0,0
2,700,10,10.0,1234.0,-0.10529863954798832,-0.10112991845358177,OPTIMAL,137,0,0
2,700,10,10.0,1415.0,-0.10510039465417362,-0.10112991845358177,OPTIMAL,149,0,0
2,700,10,10.0,1550.0,-0.10503317956632391,-0.10112991845358177,OPTIMAL,160,0,0
2,700,10,10.0,1811.0,-0.10484858336984905,-0.10112991845358177,OPTIMAL,167,0,0
2,700,10,10.0,1951.0,-0.10478006176818727,-0.10112991845358177,OPTIMAL,177,0,0
2,700,10,10.0,2169.0,-0.10470380902260572,-0.10112991845358177,OPTIMAL,184,0,0
2,700,10,10.0,2507.0,-0.10452951138830871,-0.10112991845358177,OPTIMAL,191,0,0
2,700,10,10.0,2925.0,-0.10448137706077958,-0.10112991845358177,OPTIMAL,204,0,0
2,700,10,10.0,3561.0,-0.10438993871812291,-0.10112991845358177,OPTIMAL,219,0,0
2,700,10,10.0,4592.0,-0.10432307640938887,-0.10112991845358177,OPTIMAL,229,0,0
2,700,10,10.0,5112.0,-0.10428826993621759,-0.10112991845358177,OPTIMAL,243,0,0
2,700,10,10.0,5640.0,-0.10421325081492694,-0.10112991845358177,OPTIMAL,257,0,0
2,700,10,10.0,6246.0,-0.10410473876251423,-0.10112991845358177,OPTIMAL,270,0,0
2,700,10,10.0,7081.0,-0.10404445501082923,-0.10112991845358177,OPTIMAL,286,0,0
2,700,10,10.0,7960.0,-0.10399614381517083,-0.10112991845358177,OPTIMAL,302,0,0
2,700,10,10.0,9338.0,-0.1039750655174905,-0.10112991845358177,OPTIMAL,315,0,0
2,700,10,10.0,10670.0,-0.10396206527836785,-0.10112991845358177,OPTIMAL,328,0,0
2,700,10,10.0,11681.0,-0.10391476816962433,-0.10112991845358177,OPTIMAL,340,0,0
2,700,10,10.0,12932.0,-0.10386390690945285,-0.10112991845358177,OPTIMAL,355,0,0
2,700,10,10.0,15110.0,-0.10382712243561946,-0.10112991845358177,OPTIMAL,372,0,0
2,700,10,10.0,16146.0,-0.10380502949100334,-0.10112991845358177,OPTIMAL,384,0,0
2,700,10,10.0,19299.0,-0.10372156898907493,-0.10112991845358177,OPTIMAL,399,0,0
2,700,10,10.0,22768.0,-0.1036553600388933,-0.10112991845358177,OPTIMAL,420,0,0
2,700,10,10.0,25816.0,-0.10356526737335192,-0.10112991845358177,OPTIMAL,434,0,0
2,700,10,10.0,27406.0,-0.10349154712569718,-0.10112991845358177,OPTIMAL,451,0,0
2,700,10,10.0,29438.0,-0.10344342976280177,-0.10112991845358177,OPTIMAL,471,0,0
2,700,10,10.0,31392.0,-0.10336903201320598,-0.10112991845358177,OPTIMAL,487,0,0
2,700,10,10.0,33532.0,-0.10329536098074205,-0.10112991845358177,OPTIMAL,501,0,0
2,700,10,10.0,37256.0,-0.1031865226709957,-0.10112991845358177,OPTIMAL,521,0,0
2,700,10,10.0,42903.0,-0.1031423669439282,-0.10112991845358177,OPTIMAL,542,0,0
2,700,10,10.0,46553.0,-0.10311095517334626,-0.10112991845358177,OPTIMAL,564,0,0
2,700,10,10.0,48467.0,-0.10305649790417774,-0.10112991845358177,OPTIMAL,581,0,0
2,700,10,10.0,52753.0,-0.10299620909122596,-0.10112991845358177,OPTIMAL,601,0,0
2,700,10,10.0,54958.0,-0.10292525427722092,-0.10112991845358177,OPTIMAL,616,0,0
2,700,10,10.0,58974.0,-0.10288435271129007,-0.10112991845358177,OPTIMAL,636,0,0
2,700,10,10.0,62849.0,-0.10284049321935555,-0.10112991845358177,OPTIMAL,652,0,0
2,700,10,10.0,64969.0,-0.10277715522699735,-0.10112991845358177,OPTIMAL,665,0,0
2,700,10,10.0,67995.0,-0.10273772360950852,-0.10112991845358177,OPTIMAL,689,0,0
2,700,10,10.0,72133.0,-0.10269037963263625,-0.10112991845358177,OPTIMAL,712,0,0
2,700,10,10.0,74717.0,-0.10265241693384179,-0.10112991845358177,OPTIMAL,729,0,0
2,700,10,10.0,79529.0,-0.10261582858017512,-0.10112991845358177,OPTIMAL,748,0,0
2,700,10,10.0,86892.0,-0.10254066145288007,-0.10112991845358177,OPTIMAL,772,0,0
2,700,10,10.0,91414.0,-0.10246281890883253,-0.10112991845358177,OPTIMAL,792,0,0
2,700,10,10.0,95922.0,-0.10241450485113018,-0.10112991845358177,OPTIMAL,816,0,0
2,700,10,10.0,100843.0,-0.10237415525842518,-0.10112991845358177,OPTIMAL,839,0,0
2,700,10,10.0,107367.0,-0.10234445023943993,-0.10112991845358177,OPTIMAL,858,0,0
2,700,10,10.0,110579.0,-0.10229983088148561,-0.10112991845358177,OPTIMAL,872,0,0
2,700,10,10.0,113354.0,-0.10224238268485275,-0.10112991845358177,OPTIMAL,890,0,0
2,700,10,10.0,118269.0,-0.10219949869051351,-0.10112991845358177,OPTIMAL,911,0,0
2,700,10,10.0,121673.0,-0.10205285352702018,-0.10112991845358177,OPTIMAL,928,0,0
