seed,numberOfExperiments,numberOfParameters,N,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
10,400,10,20.0,76.0,-0.19517359981776328,-0.18438305783551578,OPTIMAL,27,0,0
10,400,10,20.0,85.0,-0.1929283448544949,-0.18438305783551578,OPTIMAL,32,0,0
10,400,10,20.0,93.0,-0.1929283448544949,-0.18438305783551578,OPTIMAL,41,0,0
10,400,10,20.0,99.0,-0.19177009556810543,-0.18438305783551578,OPTIMAL,46,0,0
10,400,10,20.0,108.0,-0.19129000183912284,-0.18438305783551578,OPTIMAL,54,0,0
10,400,10,20.0,140.0,-0.19129000183912284,-0.18503671980477424,OPTIMAL,72,0,0
10,400,10,20.0,156.0,-0.19017916321355746,-0.1867124243679887,OPTIMAL,87,0,0
10,400,10,20.0,172.0,-0.19014516483924063,-0.1867124243679887,OPTIMAL,94,0,0
10,400,10,20.0,195.0,-0.18983336043238452,-0.1867124243679887,OPTIMAL,108,0,0
10,400,10,20.0,205.0,-0.1896218648717438,-0.1867124243679887,OPTIMAL,115,0,0
10,400,10,20.0,219.0,-0.1895813269628259,-0.1867124243679887,OPTIMAL,122,0,0
10,400,10,20.0,240.0,-0.188986701111546,-0.18707291335080584,OPTIMAL,128,0,0
10,400,10,20.0,251.0,-0.18883513902263027,-0.1874451880431799,OPTIMAL,132,0,0
