seed,numberOfExperiments,numberOfParameters,N,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
8,700,10,10.0,365.0,-0.11380092161932728,-0.06988938114437604,OPTIMAL,31,0,0
8,700,10,10.0,411.0,-0.11361848548637428,-0.06988938114437604,OPTIMAL,37,0,0
8,700,10,10.0,431.0,-0.11163163415648453,-0.10042778735947698,OPTIMAL,43,0,0
8,700,10,10.0,456.0,-0.11107585109187537,-0.10129273101736683,OPTIMAL,48,0,0
8,700,10,10.0,488.0,-0.10886082388524476,-0.10129273101736683,OPTIMAL,56,0,0
8,700,10,10.0,505.0,-0.10886082388524476,-0.10129273101736683,OPTIMAL,61,0,0
8,700,10,10.0,529.0,-0.10871265898541677,-0.10129273101736683,OPTIMAL,66,0,0
8,700,10,10.0,554.0,-0.10835827404416501,-0.10129273101736683,OPTIMAL,72,0,0
8,700,10,10.0,599.0,-0.10769325035304683,-0.10129273101736683,OPTIMAL,80,0,0
8,700,10,10.0,628.0,-0.10754902263399962,-0.10129273101736683,OPTIMAL,84,0,0
8,700,10,10.0,662.0,-0.10702679070816754,-0.10129273101736683,OPTIMAL,91,0,0
8,700,10,10.0,716.0,-0.10686015030637827,-0.10129273101736683,OPTIMAL,100,0,0
8,700,10,10.0,778.0,-0.10660957231530394,-0.10129273101736683,OPTIMAL,111,0,0
8,700,10,10.0,848.0,-0.10626122114104905,-0.10129273101736683,OPTIMAL,118,0,0
8,700,10,10.0,898.0,-0.10622880384378264,-0.10129273101736683,OPTIMAL,125,0,0
8,700,10,10.0,1002.0,-0.10604358553869137,-0.10129273101736683,OPTIMAL,132,0,0
8,700,10,10.0,1177.0,-0.10576432470265296,-0.10129273101736683,OPTIMAL,142,0,0
8,700,10,10.0,1299.0,-0.1057190370840728,-0.10129273101736683,OPTIMAL,152,0,0
8,700,10,10.0,1444.0,-0.10561055678133358,-0.10129273101736683,OPTIMAL,163,0,0
8,700,10,10.0,1622.0,-0.10550235979416947,-0.10129273101736683,OPTIMAL,172,0,0
8,700,10,10.0,1850.0,-0.10539101015003313,-0.10129273101736683,OPTIMAL,182,0,0
8,700,10,10.0,2026.0,-0.10533364455379138,-0.10129273101736683,OPTIMAL,194,0,0
8,700,10,10.0,2148.0,-0.10517492438849037,-0.10129273101736683,OPTIMAL,201,0,0
8,700,10,10.0,2528.0,-0.10497883044118322,-0.10129273101736683,OPTIMAL,215,0,0
8,700,10,10.0,2783.0,-0.10486792618710218,-0.10129273101736683,OPTIMAL,224,0,0
8,700,10,10.0,3079.0,-0.10481320054309957,-0.10129273101736683,OPTIMAL,237,0,0
8,700,10,10.0,3505.0,-0.10466905994988404,-0.10129273101736683,OPTIMAL,249,0,0
8,700,10,10.0,3836.0,-0.10458126169421243,-0.10129273101736683,OPTIMAL,259,0,0
8,700,10,10.0,4262.0,-0.1044698646123172,-0.10129273101736683,OPTIMAL,274,0,0
8,700,10,10.0,4679.0,-0.10441626505547906,-0.10129273101736683,OPTIMAL,288,0,0
8,700,10,10.0,5492.0,-0.10434445394970349,-0.10129273101736683,OPTIMAL,304,0,0
8,700,10,10.0,6745.0,-0.10424006341681884,-0.10129273101736683,OPTIMAL,318,0,0
8,700,10,10.0,7480.0,-0.10416183375742434,-0.10129273101736683,OPTIMAL,330,0,0
8,700,10,10.0,9237.0,-0.1040578818084855,-0.10129273101736683,OPTIMAL,347,0,0
8,700,10,10.0,11186.0,-0.10395799635467214,-0.10129273101736683,OPTIMAL,372,0,0
8,700,10,10.0,13176.0,-0.1038237063124553,-0.10129273101736683,OPTIMAL,387,0,0
8,700,10,10.0,15269.0,-0.10377685972483028,-0.10129273101736683,OPTIMAL,405,0,0
8,700,10,10.0,15859.0,-0.1036878562314181,-0.10129273101736683,OPTIMAL,418,0,0
8,700,10,10.0,17630.0,-0.1036073532709323,-0.10129273101736683,OPTIMAL,438,0,0
8,700,10,10.0,20173.0,-0.10350577070765021,-0.10129273101736683,OPTIMAL,455,0,0
8,700,10,10.0,21554.0,-0.10339953867083616,-0.10129273101736683,OPTIMAL,470,0,0
8,700,10,10.0,22301.0,-0.10332223986009789,-0.10129273101736683,OPTIMAL,484,0,0
8,700,10,10.0,24319.0,-0.10323322952491074,-0.10129273101736683,OPTIMAL,501,0,0
8,700,10,10.0,26659.0,-0.10315549288257034,-0.10129273101736683,OPTIMAL,521,0,0
8,700,10,10.0,29843.0,-0.10305113227223617,-0.10129273101736683,OPTIMAL,536,0,0
8,700,10,10.0,32487.0,-0.10298355956188446,-0.10129273101736683,OPTIMAL,549,0,0
8,700,10,10.0,34338.0,-0.10292954524527774,-0.10129273101736683,OPTIMAL,567,0,0
8,700,10,10.0,38228.0,-0.10288910394635115,-0.10129273101736683,OPTIMAL,582,0,0
