seed,numberOfExperiments,numberOfParameters,N,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
4,500,10,20.0,128.0,-0.16175801708502813,-0.15112811027041947,OPTIMAL,35,0,0
4,500,10,20.0,132.0,-0.16130436926941735,-0.15112811027041947,OPTIMAL,38,0,0
4,500,10,20.0,144.0,-0.1598429243204414,-0.15307788264657157,OPTIMAL,44,0,0
4,500,10,20.0,149.0,-0.15870739922245256,-0.15307788264657157,OPTIMAL,48,0,0
4,500,10,20.0,165.0,-0.1574850505982313,-0.15307788264657157,OPTIMAL,54,0,0
4,500,10,20.0,176.0,-0.1570827282155994,-0.15307788264657157,OPTIMAL,61,0,0
4,500,10,20.0,185.0,-0.15643659256865122,-0.15307788264657157,OPTIMAL,67,0,0
4,500,10,20.0,207.0,-0.15619351280545526,-0.15307788264657157,OPTIMAL,75,0,0
4,500,10,20.0,214.0,-0.15605021993123996,-0.15307788264657157,OPTIMAL,79,0,0
4,500,10,20.0,225.0,-0.15571167187792676,-0.15307788264657157,OPTIMAL,87,0,0
4,500,10,20.0,251.0,-0.1553324781590606,-0.15307788264657157,OPTIMAL,95,0,0
4,500,10,20.0,259.0,-0.15516317688934636,-0.15307788264657157,OPTIMAL,99,0,0
4,500,10,20.0,278.0,-0.15503077309282248,-0.15307788264657157,OPTIMAL,108,0,0
4,500,10,20.0,303.0,-0.1549123336131874,-0.15307788264657157,OPTIMAL,115,0,0
4,500,10,20.0,362.0,-0.15483946907413043,-0.15307788264657157,OPTIMAL,126,0,0
4,500,10,20.0,398.0,-0.1546737617205923,-0.15307788264657157,OPTIMAL,136,0,0
4,500,10,20.0,433.0,-0.15464096518137493,-0.15323175239498982,OPTIMAL,145,0,0
