seed,numberOfExperiments,numberOfParameters,N,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
6,800,10,10.0,303.0,-0.10240495081628366,-0.08874176415340738,OPTIMAL,27,0,0
6,800,10,10.0,330.0,-0.09985541637729735,-0.08874176415340738,OPTIMAL,33,0,0
6,800,10,10.0,359.0,-0.09985541637729735,-0.08874176415340738,OPTIMAL,37,0,0
6,800,10,10.0,377.0,-0.09860579258280483,-0.08874176415340738,OPTIMAL,43,0,0
6,800,10,10.0,400.0,-0.09750681281516635,-0.08874176415340738,OPTIMAL,49,0,0
6,800,10,10.0,429.0,-0.09743447694640152,-0.08874176415340738,OPTIMAL,56,0,0
6,800,10,10.0,455.0,-0.09637649144400424,-0.08874176415340738,OPTIMAL,62,0,0
6,800,10,10.0,474.0,-0.09637649144400424,-0.08874176415340738,OPTIMAL,68,0,0
6,800,10,10.0,502.0,-0.09599885038846329,-0.08874176415340738,OPTIMAL,75,0,0
6,800,10,10.0,540.0,-0.095848791605466,-0.08874176415340738,OPTIMAL,83,0,0
6,800,10,10.0,578.0,-0.09546081836605541,-0.08874176415340738,OPTIMAL,89,0,0
6,800,10,10.0,626.0,-0.0949526827984091,-0.08874176415340738,OPTIMAL,96,0,0
6,800,10,10.0,667.0,-0.09483205009605167,-0.08874176415340738,OPTIMAL,102,0,0
6,800,10,10.0,718.0,-0.09467924234249453,-0.08874176415340738,OPTIMAL,111,0,0
6,800,10,10.0,780.0,-0.09447889977513732,-0.08874176415340738,OPTIMAL,119,0,0
6,800,10,10.0,854.0,-0.09442850432991064,-0.08874176415340738,OPTIMAL,129,0,0
6,800,10,10.0,924.0,-0.09436238808797048,-0.08874176415340738,OPTIMAL,139,0,0
6,800,10,10.0,1030.0,-0.09426840663993849,-0.08874176415340738,OPTIMAL,150,0,0
6,800,10,10.0,1151.0,-0.09406820409412066,-0.08874176415340738,OPTIMAL,159,0,0
6,800,10,10.0,1289.0,-0.09394818508843751,-0.08874176415340738,OPTIMAL,172,0,0
6,800,10,10.0,1525.0,-0.09379246393464218,-0.08874176415340738,OPTIMAL,184,0,0
