seed,numberOfExperiments,numberOfParameters,N,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
5,300,10,20.0,77.0,-0.24311199870376138,-0.1732459422508383,OPTIMAL,33,0,0
5,300,10,20.0,81.0,-0.24097892734546641,-0.23322621650995662,OPTIMAL,38,0,0
5,300,10,20.0,86.0,-0.23928032697476043,-0.23322621650995662,OPTIMAL,43,0,0
5,300,10,20.0,90.0,-0.23846263421759392,-0.23322621650995662,OPTIMAL,48,0,0
5,300,10,20.0,93.0,-0.23846263421759392,-0.23322621650995662,OPTIMAL,54,0,0
5,300,10,20.0,98.0,-0.23786717313060363,-0.23322621650995662,OPTIMAL,59,0,0
5,300,10,20.0,105.0,-0.2369181385405002,-0.2337531425865697,OPTIMAL,68,0,0
5,300,10,20.0,117.0,-0.23633492298675926,-0.2337531425865697,OPTIMAL,74,0,0
5,300,10,20.0,123.0,-0.23621712248301632,-0.2337531425865697,OPTIMAL,82,0,0
5,300,10,20.0,127.0,-0.23576387264114337,-0.2337531425865697,OPTIMAL,88,0,0
