seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination
2;800;10;10.0;3.91;-0.09237228040792637;-73.8978243263411;0.0008919628630424115;0.009656174548288763;218;25;OPTIMAL
3;800;10;10.0;1086.712;-0.0881089824921993;-70.48718599375944;0.0008754858607371435;0.009936397356701451;2727;149;OPTIMAL
4;800;10;10.0;1544.318;-0.08858391846990891;-70.86713477592713;0.0008653183281125687;0.009768345576251617;2566;141;OPTIMAL
5;800;10;10.0;0.993;-0.09330626225734102;-74.64500980587282;0.0009112892100882064;0.00976664575390286;139;18;OPTIMAL
6;800;10;10.0;739.519;-0.08874176415340738;-70.9934113227259;0.0008782517559340342;0.009896712830903443;2196;126;OPTIMAL
7;800;10;10.0;19.593;-0.09155777139402199;-73.24621711521759;0.0009085179678027244;0.00992289298843772;401;38;OPTIMAL
8;800;10;10.0;14.398;-0.09200575787425784;-73.60460629940627;0.000819143559004934;0.008903177126418966;343;36;OPTIMAL
9;800;10;10.0;10.686;-0.09175342845897395;-73.40274276717916;0.0009041101141327307;0.009853692982567826;317;31;OPTIMAL
10;800;10;10.0;93.527;-0.0912674806652341;-73.01398453218728;0.0008605479486353679;0.00942885617487161;599;48;OPTIMAL
11;800;10;10.0;37.67;-0.09156038138174041;-73.24830510539233;0.0009022854834719596;0.009854540466690317;503;41;OPTIMAL
