seed,numberOfExperiments,numberOfParameters,N,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
9,700,10,10.0,233.0,-0.11202293590978589,-0.08761692812743327,OPTIMAL,22,0,0
9,700,10,10.0,264.0,-0.1115625151997052,-0.10364549136827776,OPTIMAL,26,0,0
9,700,10,10.0,286.0,-0.11081846842145168,-0.10364549136827776,OPTIMAL,32,0,0
9,700,10,10.0,297.0,-0.10991669262660353,-0.10364549136827776,OPTIMAL,36,0,0
9,700,10,10.0,308.0,-0.10838943443894358,-0.10364549136827776,OPTIMAL,40,0,0
9,700,10,10.0,351.0,-0.10813419140454772,-0.10364549136827776,OPTIMAL,50,0,0
9,700,10,10.0,396.0,-0.10725530735320787,-0.10364549136827776,OPTIMAL,58,0,0
9,700,10,10.0,408.0,-0.10710443504414231,-0.10364549136827776,OPTIMAL,61,0,0
9,700,10,10.0,473.0,-0.10669695548616723,-0.10364549136827776,OPTIMAL,70,0,0
9,700,10,10.0,514.0,-0.1063338215692263,-0.10364549136827776,OPTIMAL,75,0,0
9,700,10,10.0,538.0,-0.10594052290197788,-0.10364549136827776,OPTIMAL,81,0,0
9,700,10,10.0,610.0,-0.10569495007903612,-0.10364549136827776,OPTIMAL,88,0,0
9,700,10,10.0,655.0,-0.10542305202099422,-0.10364549136827776,OPTIMAL,96,0,0
9,700,10,10.0,723.0,-0.10511792067652609,-0.10364549136827776,OPTIMAL,105,0,0
9,700,10,10.0,833.0,-0.10482581617210417,-0.10364549136827776,OPTIMAL,115,0,0
9,700,10,10.0,937.0,-0.1046654465953788,-0.10364549136827776,OPTIMAL,122,0,0
